"";"IDCNTRY";"Variable";"Mean";"stdev";"TOTWGT";"NObs";"TOTWGT.se";"mean.se";"stdev.se";"xvar";"weight";"method";"jk2type";"missoptn";"date";"time";"reps";"selcrit"
"101";"South Africa (Eng/Afr)";"ASDGHRL";2,19070292611577;0,466584099607566;274004,816582002;2833;16099,8428940178;0,025602583013023;0,0139543448881038;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"102";"South Africa (Eng/Afr)";"ASDGSLR";1,57211418689089;0,662636580787189;274004,816582002;2833;16099,8428940178;0,0239151676571028;0,0094843656168996;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"103";"South Africa (Gauteng)";"ASDGHRL";1,97049422078987;0,27977722710602;915,354067;161;250,265981433747;0,0463247984528572;0,0611020646316885;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"104";"South Africa (Gauteng)";"ASDGSLR";1,62338407242801;0,699096283299099;915,354067;161;250,265981433747;0,111848265132781;0,0477232358911671;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"105";"Spain";"ASDGHRL";1,85331369949192;0,455895131744524;414327,914736997;13332;6456,68021165167;0,00962364564408023;0,0071646956042458;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"106";"Spain";"ASDGSLR";1,53316483781025;0,663902094524709;414327,914736997;13332;6456,68021165167;0,0113125093699843;0,00659338078068126;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"107";"Spain (Andalucia)";"ASDGHRL";1,90910368318488;0,454316023208471;84450,9422490005;3776;2275,35858597249;0,0151675611780029;0,0105359967736514;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"108";"Spain (Andalucia)";"ASDGSLR";1,442916544101;0,644295053618669;84450,9422490005;3776;2275,35858597249;0,0187652279278659;0,0133065745894142;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"109";"Spain, Madrid";"ASDGHRL";1,72118683487086;0,500334360568589;57932,4410220006;3473;921,292638311501;0,017703443521872;0,00741673840694859;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"110";"Spain, Madrid";"ASDGSLR";1,52561921622525;0,672814164847162;57932,4410220006;3473;921,292638311501;0,0216195025057627;0,012287621647472;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"111";"Spain, Madrid, Bilingual";"ASDGHRL";1,67356805840974;0,497134961081062;20101,931441;1647;501,708394940997;0,0234518832831958;0,00849207804799041;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"112";"Spain, Madrid, Bilingual";"ASDGSLR";1,50249146131291;0,658710378844786;20101,931441;1647;501,708394940997;0,025965802208382;0,0143635738063945;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"113";"Sweden";"ASDGHRL";1,57095859367534;0,505969189652561;88452,9387690012;3736;2883,93674122052;0,0169218213140305;0,00310662433625223;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"114";"Sweden";"ASDGSLR";2,11652894133814;0,690742602787339;88452,9387690012;3736;2883,93674122052;0,0188886842876164;0,00813931672496591;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"115";"Trinidad And Tobago";"ASDGHRL";1,93692411181204;0,368339163081608;15108,4302159998;3508;448,683473574412;0,00996032402547609;0,0110647619069272;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"116";"Trinidad And Tobago";"ASDGSLR";1,59387382188111;0,670299531028545;15108,4302159998;3508;448,683473574412;0,0209945864691644;0,0109075359833217;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"117";"United Arab Emirates";"ASDGHRL";1,90479617969773;0,380647752877733;64115,9214790012;13936;986,568653443334;0,00644400721406165;0,00590187209220201;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"118";"United Arab Emirates";"ASDGSLR";1,52372276020391;0,640011839036671;64115,9214790012;13936;986,568653443334;0,00951113555711797;0,00475918937990649;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"119";"United Arab Emirates (Abu Dhabi)";"ASDGHRL";1,93341968754575;0,355317951067153;21471,373328;3337;508,453411729118;0,00881826308443672;0,0115129882723389;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"120";"United Arab Emirates (Abu Dhabi)";"ASDGSLR";1,56838511256684;0,657019631970188;21471,373328;3337;508,453411729118;0,0179689950999614;0,00888125428402313;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"121";"United Arab Emirates (Dubai)";"ASDGHRL";1,8012569586019;0,433135893802965;18791,5167329999;6717;151,293242875474;0,00546814549303785;0,00406282857027862;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"122";"United Arab Emirates (Dubai)";"ASDGSLR";1,51858478330738;0,638227941280134;18791,5167329999;6717;151,293242875474;0,0113742564352533;0,00578679936404262;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"123";"Table Average";"ASDGHRL";1,86055350913136;0,448946469878783;NA;NA;NA;0,00192800349583165;0,0015109791213352;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
"124";"Table Average";"ASDGSLR";1,70712404425032;0,678815300090473;NA;NA;NA;0,00302804597992426;0,00139833105653797;"ASDGHRL ASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";" 7h24m";150;"NONE"
