"";"IDCNTRY";"EqVar";"b";"ExpB";"df";"b.se";"ExpB.se";"b.wald";"b.sig";"dvar";"convar";"catvar";"contrast";"refcats";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"59";"Chile";"ASDGSLR(2)";0,30994907530918;1,36470977046449;1;0,118064832854854;0,160981628603627;6,89190967264449;0,00865867181261602;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"60";"Chile";"ASBG01(1)";0,193663548113419;1,21459626450688;1;0,105511589219061;0,128024567523295;3,36895678177972;0,0664358115783223;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"61";"Chinese Taipei";"CONSTANT";-4,37437891274283;0,0144727764864183;1;1,36042397305551;0,0202067605216306;10,3391359498236;0,00130238964183092;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"62";"Chinese Taipei";"ASDAGE";0,416620157129099;1,51925989211521;1;0,135031099051226;0,206960672249637;9,51947399368869;0,00203302846331255;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"63";"Chinese Taipei";"ASDGSLR(1)";0,810548956619952;2,25242437695483;1;0,115696716792428;0,261420861868287;49,081342407503;2,45564896247987e-12;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"64";"Chinese Taipei";"ASDGSLR(2)";0,442068235564053;1,55712559174412;1;0,0887050726610572;0,139078287564636;24,8360032719739;6,24206375359531e-07;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"65";"Chinese Taipei";"ASBG01(1)";0,0753023794318375;1,07963812901057;1;0,0892368964685053;0,0970845478356237;0,712079500450255;0,398754331352088;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"66";"Czech Republic";"CONSTANT";2,72347634142381;18,3469007339413;1;1,04600838041016;21,1082864066824;6,77917563635418;0,0092227475261497;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"67";"Czech Republic";"ASDAGE";-0,319357863144047;0,727841795502312;1;0,0999133463595805;0,072452188489662;10,2166429898244;0,00139178951347087;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"68";"Czech Republic";"ASDGSLR(1)";0,637287599566425;1,8926445419274;1;0,111029590090538;0,209421676912032;32,9452997352382;9,47886374761424e-09;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"69";"Czech Republic";"ASDGSLR(2)";0,619938956748531;1,8592514980284;1;0,0929984769771464;0,172364881561976;44,4371486006305;2,62655502752541e-11;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"70";"Czech Republic";"ASBG01(1)";0,0419949096724103;1,04357151381234;1;0,0868164420605001;0,09063026990868;0,233985710564883;0,628584104154984;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"71";"Denmark";"CONSTANT";3,16103193167248;25,1367646408517;1;1,2143129787873;32,416495556728;6,77636034320255;0,00923730603083262;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"72";"Denmark";"ASDAGE";-0,34182662509666;0,710821092103914;1;0,109638049476122;0,0779319751500448;9,72051272615424;0,00182222673795982;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
"73";"Denmark";"ASDGSLR(1)";1,02455252927285;2,79297951617154;1;0,151459647270428;0,426403347005052;45,7587947973209;1,33747515957902e-11;"ASRREA0_DIC";"ASDAGE";"ASDGSLR ASBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"21h43m";150;5;"NONE"
