IDCNTRY;EqVar;b;ExpB;df;b.se;ExpB.se;b.wald;b.sig;dvar;convar;catvar;contrast;refcats;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Hong Kong, SAR;HISCED(3);-,634257994866712;,531641817337842;1;,160781260371454;,0860150518913086;15,5618434799616;7,98498639271876E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;HISCED(4);-,517756546857447;,599069022180222;1;,185801766213192;,111365849801665;7,76517990771015;,00532629913264124;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;HISCED(5);-,319976528648501;,731289663225019;1;,224925212797768;,162986700303981;2,02376446071454;,154854825120165;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;SGENDER(1);-,23027329300148;,795082973646974;1;,163201619518099;,131136284209327;1,9908485123166;,158252188208539;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;CONSTANT;-1,19837620842125;,330759537896893;1;1,99416386602642;1,0881932203322;,361130917573209;,547878822757102;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;SAGE;-,197565759447743;,821012099102385;1;,140503622083563;,112412526279686;1,97718959414484;,159686790514128;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;OPDISC;,0409285110680241;1,04179290070268;1;,00913272721687727;,00951546011221545;20,0840326897988;7,41128527109167E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;HISCED(1);-5,82716336076794;,0922082031576812;1;8,27770781271327;,130558914484762;,495557669305883;,481458574340212;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;HISCED(2);-1,68990510088978;,186282488857686;1;,341255340041584;,063791114579435;24,5225552464299;7,34450269203248E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;HISCED(3);-1,68215155147144;,187903975476361;1;,293828279958781;,0555390682087194;32,7750267883575;1,03465576982204E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;HISCED(4);-1,02148786865458;,360741421874421;1;,193315111588732;,0707625988313827;27,921247448878;1,26354622390263E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;HISCED(5);-,0507220614528971;,954701616033167;1;,273932297923621;,260592688092906;,0342852491998172;,853101373994613;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;SGENDER(1);-,450501552145557;,638939902391128;1;,183521312218388;,118245916482241;6,02586741068754;,0140977017271177;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;CONSTANT;1,71704226893893;6,51885635055857;1;1,61992537219059;10,9584937987506;1,1234971048773;,289166681076614;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;SAGE;-,244034825032845;,784394821694906;1;,119150165139336;,0943403220412573;4,19482952849246;,0405474297183423;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;OPDISC;,0416912704046621;1,04257644938055;1;,00511990436494341;,00533470111973163;66,3080964303815;3,85671242258573E-016;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;HISCED(1);-2,49696161721869;,108130276882081;1;16,4897794632454;,207104119959655;,0229294711561243;,879640624584251;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;HISCED(2);-1,61828176988436;,201043485715797;1;,379417875811981;,0748340293583582;18,1916757698228;1,99749983735731E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;HISCED(3);-,990983024013118;,371899994512592;1;,189603252447474;,0703979211961628;27,3174944742689;1,7264234046832E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;HISCED(4);-,973041457523542;,378344378255984;1;,122466965045507;,0461627060437992;63,1283993601348;1,93661658827994E-015;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;HISCED(5);-,243454132486013;,784592642535068;1;,109552120139039;,0857661482093057;4,93847350467095;,0262652230672787;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;SGENDER(1);-,0994593811372965;,905405326477118;1;,112658779398869;,10205639595416;,779401831670091;,377324143360527;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;CONSTANT;1,44149538367164;4,73189276512509;1;1,22025443551539;6,09469976091056;1,3954867649855;,237480697297529;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;SAGE;-,22913065462973;,795771036506289;1;,0865253488557832;,0691330373533409;7,01260979281105;,00809376123208401;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;OPDISC;,0411502874316409;1,04201120411094;1;,00511943980918933;,00533389886770414;64,6101670156375;9,12831289819271E-016;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;HISCED(1);-2,5434382409165;,084923896315788;1;8,04475050744818;,0742153636305948;,0999579253545995;,751880131102367;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;HISCED(2);-1,9839477968526;,140797171433516;1;,482872496651232;,0671828663033655;16,8808978417012;3,98001112312277E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;HISCED(3);-1,2955334519727;,274737077211921;1;,165034121174046;,0445913503065216;61,6239841376384;4,15723801145365E-015;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;HISCED(4);-,489749746243425;,613263559482597;1;,109333298582817;,0667538587784164;20,0652020537321;7,4846192785102E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;HISCED(5);-,734434784871107;,480513002936994;1;,185165348963158;,0884397440688725;15,7321123849233;7,29747230319909E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;SGENDER(1);-,276124243653181;,759214142782711;1;,0835270869764183;,0636062867035895;10,9283452646102;,000947040441157148;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;CONSTANT;-1,37164409625243;,294130066192425;1;1,4048938311592;,46422192581222;,953225970379378;,328899511441151;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;SAGE;,151736321164537;1,16447994625647;1;,0923897992828536;,107458064348569;2,69731118713178;,100517637865776;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;OPDISC;,00558335183834183;1,00559958230448;1;,00317942591866614;,00319727486217061;3,08384521362749;,0790733765056686;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED(1);-1,57565438868682;,227683822224067;1;,978955478598664;,225074589556653;2,59057425061438;,107501353740905;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED(2);-,828720948331842;,438333365583213;1;,373305244666993;,160987088264862;4,92820143784563;,0264218035395137;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED(3);-1,1387137377395;,321032362018318;1;,230713751485803;,0737712159974195;24,3602734021907;7,98994975172959E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED(4);-,69366526555712;,499805412427143;1;,0731923325095148;,0365316501286037;89,8191046231173;2,60962112451899E-021;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED(5);-,467981933064959;,627303682325383;1;,115742158931097;,0720467019767325;16,3483909999102;5,27008858727861E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;SGENDER(1);-,455130059555632;,634910982331945;1;,0840379838696251;,0534507458055876;29,3305218573016;6,10268551790125E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;CONSTANT;5,05580599502487;231,816356098801;1;2,05793260928804;687,983971890563;6,03557294725356;,0140203996111705;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;SAGE;-,469119638081604;,626964971057957;1;,14043236895315;,0882113736948337;11,1591928527005;,000836162946483863;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;OPDISC;,0240857027284362;1,02438418585546;1;,00709914917889379;,00726969352447841;11,5108140711869;,000691924687461563;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED(1);-1,17714150667874;,328899781894455;1;1,10409390858762;,548298924528103;1,1366985845989;,286351015558936;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED(2);-20,0851872497841;1,89578586273474E-009;1;,171421853775653;3,29012647208319E-010;13728,3832666409;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED(3);-1,94475996135491;,150164332019424;1;,71031572748992;,100865210345236;7,49599257875709;,00618364395962551;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED(4);-1,00409848736037;,370174561924927;1;,234459778812495;,0855581142794593;18,3407007024367;1,84718390174564E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED(5);-,719161646324925;,491353588307629;1;,19821587884104;,100632544204929;13,1636446826044;,000285433161706878;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;SGENDER(1);-,398532110380258;,671769819446288;1;,12197374620099;,0827006110079908;10,6756398155551;,0010855563395211;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;CONSTANT;12,891659850015;442342,051316103;1;3,03416118305359;1966333,38456086;18,0526257991188;2,1488207569805E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;SAGE;-,782776925233805;,457340324436329;1;,201978628507449;,0915949696532878;15,0198360535563;,00010638704829771;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;OPDISC;-,00217016187867925;,997833004188066;1;,0119141895262212;,0118880966657164;,0331783857268646;,855465520730615;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED(1);-21,8530330625891;3,2460516735056E-010;1;,307546733681817;1,00556056676543E-010;5048,95160296034;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED(2);-21,9050467048994;3,07768225269746E-010;1;,289512218648562;8,91702483023863E-011;5724,72424517546;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED(3);-1,45517656762141;,235354655048618;1;,424051566951088;,0982354508060619;11,7758981512855;,000600025549075161;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED(4);-1,08673098526715;,338453521937056;1;,336178473560854;,113973617963063;10,4497114455855;,00122668616663725;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED(5);-1,18511013382198;,307767761539384;1;,468343212402947;,143402937112592;6,40308051106406;,0113922523973835;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;SGENDER(1);-,348224314073856;,706504096965402;1;,243503923424827;,172561622314654;2,04506095428365;,152700867822941;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;CONSTANT;1,98284256216988;9,94154682007807;1;1,81515105314703;18,8023799284987;1,19330351856675;,274664208857674;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;SAGE;-,145294365677003;,866634628441464;1;,124188013258794;,108640729752486;1,36879429928069;,242019147806847;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;OPDISC;,00675894785775375;1,00678362307809;1;,00567796296925589;,00571612960869794;1,41701053970518;,233896080916675;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED(1);-16,6203423303383;,0829153011939399;1;9,64995638711872;,318175623505859;2,96639669331209;,0850110142166411;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED(2);-2,6157865707104;,0772100378954613;1;,804202262371231;,0718435260431214;10,579716507616;,00114335191454956;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED(3);-2,25838644907569;,110029316589327;1;,520200146285851;,0571439628862841;18,847579269433;1,41590678456297E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED(4);-1,21013057752292;,298491148458637;1;,126422214784526;,0375851167965713;91,6257791502448;1,04719862886166E-021;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED(5);-,725086642177452;,484941569592137;1;,123531052045819;,0598430431747181;34,453038445044;4,36660595087125E-009;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;SGENDER(1);-,708479790103789;,493305923409537;1;,111375954812625;,0547030271747126;40,464301874427;2,00241330918433E-010;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;CONSTANT;6,95466661374048;1235,6459265046;1;1,2756908216088;1788,4791734685;29,7208872618242;4,98943176538192E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;SAGE;-,585358707069066;,557412521354019;1;,0934371705202234;,0520731917999078;39,2468502594244;3,73470359382289E-010;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
