"";"IDCNTRY";"dvar";"refpctile";"comppctile";"groupvar";"refgroup";"compgroup";"gap";"gap_se";"cgap";"cgap_se";"gapdiff";"gapdiff_se";"gapdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"85";"Brazil";"BSMMAT0";10;50;"BSBG01";"<Other>";"Girl";101,94435;19,4539537860544;100,629546;3,35268304437591;-1,31480400000002;19,1705686054479;-0,0685845071713924;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"86";"Brazil";"BSMMAT0";10;50;"BSBG01";"<Other>";"Boy";101,94435;19,4539537860544;104,558516;3,28789479255129;2,614166;19,3447591979013;0,135135618554694;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"87";"Brazil";"BSMMAT0";10;50;"BSBG01";"<Other>";"<Other>";101,94435;19,4539537860544;101,94435;19,4539537860544;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"88";"Brazil";"BSMMAT0";10;90;"BSBG01";"Girl";"Girl";218,192528;7,56811728137682;218,192528;7,56811728137682;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"89";"Brazil";"BSMMAT0";10;90;"BSBG01";"Girl";"Boy";218,192528;7,56811728137682;230,901762;8,59986559526859;12,709234;9,11945452358784;1,39363971464818;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"90";"Brazil";"BSMMAT0";10;90;"BSBG01";"Girl";"<Other>";218,192528;7,56811728137682;226,9246;27,4651060926094;8,73207200000001;26,2503200207289;0,332646306525201;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"91";"Brazil";"BSMMAT0";10;90;"BSBG01";"Boy";"Girl";230,901762;8,59986559526859;218,192528;7,56811728137682;-12,709234;9,11945452358784;-1,39363971464818;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"92";"Brazil";"BSMMAT0";10;90;"BSBG01";"Boy";"Boy";230,901762;8,59986559526859;230,901762;8,59986559526859;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"93";"Brazil";"BSMMAT0";10;90;"BSBG01";"Boy";"<Other>";230,901762;8,59986559526859;226,9246;27,4651060926094;-3,97716200000001;26,9632610676972;-0,147503003810054;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"94";"Brazil";"BSMMAT0";10;90;"BSBG01";"<Other>";"Girl";226,9246;27,4651060926094;218,192528;7,56811728137682;-8,73207200000001;26,2503200207289;-0,332646306525201;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"95";"Brazil";"BSMMAT0";10;90;"BSBG01";"<Other>";"Boy";226,9246;27,4651060926094;230,901762;8,59986559526859;3,97716200000001;26,9632610676972;0,147503003810054;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"96";"Brazil";"BSMMAT0";10;90;"BSBG01";"<Other>";"<Other>";226,9246;27,4651060926094;226,9246;27,4651060926094;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"97";"Brazil";"BSMMAT0";50;90;"BSBG01";"Girl";"Girl";117,562982;7,29387241188273;117,562982;7,29387241188273;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"98";"Brazil";"BSMMAT0";50;90;"BSBG01";"Girl";"Boy";117,562982;7,29387241188273;126,343246;7,73281838944679;8,780264;8,58786041983842;1,02240413452891;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"99";"Brazil";"BSMMAT0";50;90;"BSBG01";"Girl";"<Other>";117,562982;7,29387241188273;124,98025;25,9199754314264;7,41726799999999;25,495955522476;0,290919396743585;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"100";"Brazil";"BSMMAT0";50;90;"BSBG01";"Boy";"Girl";126,343246;7,73281838944679;117,562982;7,29387241188273;-8,780264;8,58786041983842;-1,02240413452891;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"101";"Brazil";"BSMMAT0";50;90;"BSBG01";"Boy";"Boy";126,343246;7,73281838944679;126,343246;7,73281838944679;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"102";"Brazil";"BSMMAT0";50;90;"BSBG01";"Boy";"<Other>";126,343246;7,73281838944679;124,98025;25,9199754314264;-1,36299600000001;25,5780879357977;-0,0532876422749504;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
